"ID","Year","StateID","Jan","Feb","Mar","Apr","May","June","July","Aug","Sept","Oct","Nov","Dec"
"0450022017",2017,45,24.8,31,39.3,44.2,53.7,59.5,67.1,68.6,59.8,46.2,37.7,29.9
"0450022018",2018,45,35.4,32.4,38.8,45.3,57.6,58.2,67.5,66,56.3,47.4,38.6,33.1
"0450022019",2019,45,34.2,25.3,36.2,46.3,55.6,59.5,63.8,66.4,57.1,42.8,37.6,33.5
"0460021998",1998,46,37.6,39,42.6,52.4,63.4,68,71.6,71.6,67.7,54.4,44,38.4
"0460021999",1999,46,34.5,36.3,36.8,54.3,60.8,69.3,75.3,70.4,63.3,52.3,47.6,35.4
"0460022000",2000,46,29.5,39,46.1,51,62.9,69.8,69,69.5,63.3,55.2,40.4,25.6
"0460022001",2001,46,29.4,38,37.3,54.6,61,67.8,69.4,72.5,62.2,52.3,47.9,39.9
"0460022002",2002,46,35,36.7,42.8,54.1,57.9,70,73.6,72.8,67.5,54.5,41.2,32.7
"0460022003",2003,46,25.5,30.5,45,53.4,59.8,65.1,71.2,72.4,63.6,51.9,47.8,32.8
"0460022004",2004,46,27.5,32.8,44.8,52,65.9,67.6,71.1,68.8,65.6,55.2,46.9,34.4
"0460022005",2005,46,34.5,36,37.6,53.1,56.3,70.3,74.1,73.8,67.3,55.1,45,30
"0460022006",2006,46,39.4,33,41.2,55.7,57.7,66.6,72.3,73.1,61.6,51,45.4,39.4
"0460022007",2007,46,35.5,24.2,46.5,49.6,62.9,69.2,69.7,75,67.2,59.4,42.9,37.4
"0460022008",2008,46,30.8,34.6,42.1,54.4,57.1,69.7,70.6,68.7,66.5,51.8,40,35.2
"0460022009",2009,46,27.2,34,44,52.2,61.2,68.4,67.8,71.3,64.3,51.3,46.9,32.3
"0460022010",2010,46,27.7,27.2,43.4,55.6,63.4,71.9,73.8,73.3,65.6,54.2,43.2,25.3
"0460022011",2011,46,27.1,36.8,42.6,55,62,69.5,74.9,71.6,65.1,52.2,46.7,38.5
"0460022012",2012,46,34.9,37.7,52.6,51.7,65.8,67.5,75.3,70.8,63.9,52.9,39.5,39.2
"0460022013",2013,46,33.9,32.3,36.4,52.9,60.5,69.2,72.4,69.2,63.9,54.7,39.9,36
"0460022014",2014,46,23.5,30.9,37.1,53.1,61.7,70,69.6,69.1,64.8,53.9,37.8,37.9
"0460022015",2015,46,28.8,22.9,40,53.1,64.7,70.5,72.1,69.9,67.1,54,48.3,46.3
"0460022016",2016,46,27.6,34.9,48.5,53,59.5,69.5,73.7,75.1,69.4,57.3,45.6,35.6
"0460022017",2017,46,37.5,42.1,42.3,57.5,61,67.7,72.4,69.3,64.6,57.5,43.2,33
"0460022018",2018,46,27,41.7,38,47.7,67.9,70,72.5,72.4,70.4,55.3,40,36.7
"0460022019",2019,46,32,38.5,40.1,54.9,65.5,67.6,74.3,71.5,70,57.7,39.3,38.5
"0470021998",1998,47,20.3,31.6,31.3,47,60.9,63.5,69.4,68.9,63.1,49,37.2,25.4
"0470021999",1999,47,12,26.6,31.8,46.6,58,65.4,72.4,65.9,57.8,45.7,39.6,22.7
"0470022000",2000,47,15.1,25.3,38.4,42.9,57.1,62.8,67.6,67.6,58.1,50.5,32.4,8.6
"0470022001",2001,47,19.1,14.8,28,46.8,57,64.4,70,69.7,57.3,46.1,43.2,27.5
"0470022002",2002,47,24,26.7,24.8,42.9,50.8,66.4,72.7,67.4,61.6,42.1,31.4,24.2
"0470022003",2003,47,13.7,13.7,29.1,42.6,53.8,63.1,68.4,70.1,59.4,46.8,32.9,24.8
"0470022004",2004,47,10.7,20.8,33.6,44.6,53.1,62,66.8,62.2,63.1,48.2,36.7,20.4
"0470022005",2005,47,14.2,24.8,27.4,47.7,52.7,69.4,70.7,68.2,63.3,49.6,34.5,18.3
"0470022006",2006,47,27.7,18.4,31.6,49,56.5,65.1,72.8,68,56.4,42.8,36.4,27.2
"0470022007",2007,47,20.3,11.7,34.6,42.8,59.1,66.9,69.5,68.4,61.1,52.6,32.8,17.1
"0470022008",2008,47,14.7,13.2,25.4,42.9,52,64.4,69,66.5,60.5,46.7,33.3,12.7
"0470022009",2009,47,6.1,20.4,30.1,43,55.1,63.6,63.7,64.8,61.4,42.2,40,18.2
"0470022010",2010,47,15.1,20,37.4,50,57.6,65.1,71.4,70.8,56.9,49.5,34.9,16.9
"0470022011",2011,47,12.2,18.5,28,41.7,54,64.3,73.2,68.2,57.3,49.8,36.7,25.7
"0470022012",2012,47,20.8,26.6,45.6,45.1,59.6,67.1,74.8,67.1,57.7,44.8,34.4,25.1
"0470022013",2013,47,16.8,17,23.9,37.8,55.2,63.9,68.9,67.6,60.8,46.7,30.8,11.9
"0470022014",2014,47,6,7.3,21.4,39.7,55.3,66.4,65.9,67.1,58.2,46,25.3,24.1
"0470022015",2015,47,15.3,7.6,30.7,45,56.6,63.8,68.4,66.1,64.7,48.4,39.4,31.8
"0470022016",2016,47,16.2,22.6,36.8,42.9,56.1,65.8,69.9,69.5,62.6,50.4,41.6,19.9
"0470022017",2017,47,19.4,27.8,30.2,46.4,53.3,65.6,68.8,64.2,62.2,50,31.4,17.3
"0470022018",2018,47,15.2,16.1,29.7,33.5,62,66.5,69.8,68.5,61.2,43.6,27.3,25.1
"0470022019",2019,47,13.1,13.5,25.7,42.4,51.8,63.6,71.3,65.6,62,45,28.2,23.5
"0480021998",1998,48,22.7,26.4,28.4,39.5,50.4,52.4,68,65.2,59.9,43.2,33.1,21.3
"0480021999",1999,48,24.6,28,34.4,36.5,46.7,56.7,66,64.9,51,45,38.8,25.2
"0480022000",2000,48,24,29.4,33.4,42.5,51.3,58.3,68.2,67.4,54.1,43.1,19.8,19
"0480022001",2001,48,20.9,19.8,32.5,41.1,51.3,59.9,68.6,67.6,58.1,43.1,34.3,21.2
"0480022002",2002,48,20.2,22.9,24.8,40.1,47.7,61.3,69.8,62.6,55.2,37.4,29.6,24.9
"0480022003",2003,48,28,20.2,32,42.7,49.8,56.1,70.2,68.1,52.9,47,24.8,24.8
"0480022004",2004,48,20.8,23.4,36.5,42.2,49.4,56.6,64.6,60.8,54.2,43.6,31,25.8
"0480022005",2005,48,24.6,26.6,32.5,40.3,47.9,57.2,68,62.8,55.6,45.1,32.9,20.6
"0480022006",2006,48,26.9,21.3,30.2,43.5,51.2,62.5,70.1,64.5,51.9,40.6,31.6,23.7
"0480022007",2007,48,16.5,24.8,37.6,40.5,51.1,61,70.7,66.4,55.6,44.2,33.1,18
"0480022008",2008,48,16.2,23.4,28.4,35.7,46.8,56.4,67,64.4,52.8,42.9,35.3,18.9
"0480022009",2009,48,23.4,26.8,30.8,38.4,50,55.4,63.6,61.8,57.4,35.1,33.9,14.5
"0480022010",2010,48,22.2,21.5,34.2,39.2,44,57.4,65.1,64.1,56.3,47.1,28.6,23.8
"0480022011",2011,48,20.3,18,32,37.1,44.2,56.4,67.3,66.4,56.4,44.8,28.8,21
"0480022012",2012,48,25.1,22.7,39.4,44.7,50,62.8,70,66.5,57.5,41.6,35,22.1
"0480022013",2013,48,19.9,22.6,31.3,34.7,50.4,60.7,67.8,66.7,57.3,39.3,31.3,18.1
"0480022014",2014,48,23.3,20,32.3,39.6,50.1,56.4,66.4,62.5,55.8,46.9,27.4,24.8
"0480022015",2015,48,25.6,28.4,37.7,41.3,47,63,63.9,64.3,59.4,48.7,29.2,21.4
"0480022016",2016,48,22.7,30.1,34.5,41.8,47.9,63.8,66.8,63.5,55.4,46.5,37.1,16.8
"0480022017",2017,48,16.7,27.8,38.4,40.1,49.2,60,68.9,63.5,54.1,41.1,34.7,23.8
"0480022018",2018,48,25.1,19.3,32.3,39.7,52.9,60.4,67.3,63.6,57.2,41,28.6,21.5
"0480022019",2019,48,22,16.8,27,41.1,44.4,57,66,64.9,56.7,34.2,30.2,23
